order_id,customer_id,order_date,product_category,quantity,unit_price,discount_pct,total_revenue,payment_method,order_status
50068,2624,2023-07-07,Sports,5,154.92,5.6,731.22,bank_transfer,completed
50069,5586,2023-03-26,Home,2,117.05,2.8,227.55,card,completed
50070,1070,2023-10-27,Home,4,287.61,0.8,1141.24,paypal,completed
50071,3735,2022-04-25,,3,,,439.36,,
50072,4650,2023-04-15,Beauty,3,31.92,10.8,85.42,paypal,completed
50073,3380,2022-03-07,Beauty,2,48.24,2.2,94.36,card,completed
50074,1470,2023-10-09,Clothing,1,88.07,14.2,75.56,card,completed
50075,5847,2024-04-01,Beauty,2,54.24,4.1,104.03,paypal,returned
50076,3530,2023-07-03,Electronics,1,368.07,4.3,352.24,card,completed
50077,4026,2022-05-16,Electronics,1,191.08,16.2,160.13,card,completed
50078,2161,2023-03-09,Clothing,2,17.63,1.9,34.59,paypal,completed
50079,3370,2023-10-07,Home,3,45.3,1.7,133.59,card,completed
50080,3075,2023-03-12,Sports,6,181.53,33.8,721.04,paypal,completed
50081,1420,2024-10-19,Clothing,1,49.24,6.2,46.19,card,completed
50082,1532,2024-03-21,Beauty,2,11.52,1.7,22.65,paypal,completed
50083,5172,2024-07-28,Electronics,4,579.99,1.5,2285.16,paypal,completed
50084,2177,2022-10-20,Sports,1,27.07,15.8,22.79,card,completed
50085,1999,2023-06-27,Beauty,1,10.94,7.3,10.14,card,completed
50086,3478,2022-10-13,Home,1,192.14,1.0,190.22,card,completed
50087,4784,2023-05-21,Home,4,183.54,17.4,606.42,card,completed
50088,1360,2023-06-23,Clothing,1,15.8,4.7,15.06,card,completed
50089,3826,2024-05-27,Clothing,1,74.46,36.3,47.43,bank_transfer,returned
50090,1533,2024-03-28,Sports,2,94.48,2.6,184.05,bank_transfer,completed
50091,1220,2024-01-12,Electronics,4,514.68,6.0,1935.2,card,completed
50092,1293,2023-03-26,Beauty,5,67.71,1.5,333.47,card,returned
50093,5145,2022-10-11,Sports,2,65.87,4.6,125.68,bank_transfer,completed
50094,1533,2024-11-09,Clothing,5,70.58,1.6,347.25,paypal,completed
50095,1257,2024-10-07,Home,1,240.92,2.9,233.93,card,returned
50096,3110,2022-07-06,,1,,,180.87,,
50097,5190,2022-04-07,Home,5,269.02,2.7,1308.78,paypal,completed
50098,2278,2022-08-13,Electronics,2,455.98,28.0,656.61,card,returned
50099,3028,2022-11-10,Clothing,1,82.91,0.3,82.66,card,completed
50100,1241,2022-11-24,,2,,,944.49,,
50101,3170,2024-05-14,Home,3,262.57,7.9,725.48,card,completed
50102,3836,2022-05-11,,4,,,929.98,,
50103,3799,2024-02-28,Beauty,4,31.47,11.2,111.78,card,cancelled
50104,2611,2024-02-21,Clothing,2,32.79,11.4,58.1,bank_transfer,cancelled
50105,2513,2024-08-16,Electronics,4,372.12,24.9,1117.85,paypal,completed
50106,1532,2024-12-19,Home,2,97.19,11.3,172.42,card,completed
50107,2754,2023-05-30,Home,2,285.96,13.9,492.42,card,completed
50108,1514,2022-01-24,Sports,3,62.72,6.1,176.68,paypal,completed
50109,4774,2022-08-23,Home,2,66.63,8.6,121.8,card,completed
50110,5812,2023-07-01,Home,1,271.34,5.2,257.23,card,completed
50111,5837,2023-11-28,Home,1,39.64,2.6,38.61,paypal,completed
50112,5309,2022-08-17,Beauty,2,27.11,3.0,52.59,card,completed
50113,3952,2023-08-25,Clothing,1,71.47,3.6,68.9,card,completed
50114,4455,2024-06-09,Sports,1,124.28,3.3,120.18,bank_transfer,cancelled
50115,2387,2022-11-20,Beauty,1,32.84,6.1,30.84,card,completed
50116,4116,2024-07-18,Clothing,1,79.46,2.3,77.63,paypal,completed
50117,3206,2022-01-07,Electronics,3,219.0,5.8,618.89,card,completed
50118,3354,2023-06-24,Clothing,1,90.39,19.8,72.49,bank_transfer,cancelled
50119,4715,2024-10-22,Beauty,1,39.65,4.2,37.98,paypal,completed
50120,2371,2023-01-01,,3,,,378.94,,
50121,2523,2024-11-05,Electronics,4,403.36,3.4,1558.58,paypal,returned
50122,5612,2022-08-06,Clothing,1,72.12,16.8,60.0,card,completed
50123,1314,2023-09-04,Electronics,1,553.34,22.7,427.73,bank_transfer,completed
50124,3382,2024-11-05,Home,5,50.09,17.4,206.87,paypal,completed
50125,5560,2023-02-12,Clothing,1,31.94,2.7,31.08,paypal,completed
50126,3994,2022-11-10,Beauty,5,72.16,3.9,346.73,card,completed
50127,3701,2024-02-05,Electronics,1,282.4,29.5,199.09,card,completed
50128,2210,2022-11-27,Clothing,1,105.85,3.1,102.57,card,completed
50129,2656,2024-12-22,Clothing,1,23.63,1.2,23.35,card,completed
50130,5250,2022-01-02,Home,1,249.22,2.7,242.49,bank_transfer,completed
50131,3764,2023-10-26,Home,4,296.64,26.6,870.94,card,completed
50132,3518,2024-09-27,Electronics,6,367.63,4.3,2110.93,card,completed
50133,1514,2022-02-09,Beauty,5,47.96,21.7,187.76,paypal,completed
50134,1093,2022-08-18,Electronics,4,426.3,0.9,1689.85,card,completed
50135,5796,2024-01-14,Sports,4,180.2,11.6,637.19,card,completed
50136,2816,2023-09-22,,3,,,44.19,,
50137,3964,2023-05-06,Beauty,4,60.53,1.8,237.76,paypal,completed
50138,1446,2022-04-29,Beauty,1,60.44,7.7,55.79,card,completed
50139,4403,2023-05-09,Home,1,123.97,4.6,118.27,bank_transfer,completed
50140,5654,2022-06-11,Home,2,77.5,8.8,141.36,paypal,completed
50141,3816,2022-06-25,Beauty,4,25.36,29.0,72.02,paypal,completed
50142,1575,2024-09-22,Sports,3,162.68,0.4,486.09,bank_transfer,completed
50143,3844,2022-05-22,Beauty,4,10.61,1.7,41.72,card,completed
50144,4772,2024-12-26,Beauty,2,52.92,8.2,97.16,paypal,completed
50145,2955,2022-09-15,Home,3,102.44,18.1,251.7,card,completed
50146,5395,00/00/00,Beauty,6,27.54,12.8,144.09,card,completed
50147,4239,2024-08-31,Home,1,159.13,5.0,151.17,bank_transfer,completed
50148,5472,2022-12-05,Electronics,5,813.17,10.9,3622.67,paypal,returned
50149,4077,2023-06-27,Clothing,2,96.52,1.9,189.37,bank_transfer,completed
50150,1613,2024-12-16,,2,,,1439.18,,
50151,2467,2024-05-16,Clothing,4,94.09,6.8,350.77,card,returned
50152,2024,2023-03-10,Clothing,2,107.67,13.4,186.48,paypal,completed
50153,5549,2023-02-16,Sports,2,93.85,4.5,179.25,paypal,completed
50154,4732,2023-10-01,Beauty,2,83.7,6.7,156.18,bank_transfer,completed
50155,4396,2024-03-28,Home,1,158.04,4.4,151.09,card,completed
50156,2465,2024-02-04,Clothing,2,87.24,5.8,164.36,card,completed
50157,1924,2024-06-16,Home,1,164.61,17.3,136.13,card,completed
50158,4715,2024-11-25,Beauty,5,31.87,5.2,151.06,card,cancelled
50159,3314,2024-07-13,Beauty,1,24.65,0.1,24.63,card,completed
50160,2105,2022-09-05,Clothing,2,20.33,12.9,35.41,card,completed
50161,4038,2023-05-23,Beauty,5,66.03,7.7,304.73,card,completed
50162,1242,2023-04-06,Beauty,5,29.58,10.5,132.37,card,completed
50163,2584,2022-05-12,Beauty,3,38.07,18.5,93.08,card,returned
50164,3268,2023-11-24,Sports,2,185.02,2.7,360.05,card,completed
50165,1717,2022-02-13,Sports,1,118.92,5.6,112.26,card,completed
50166,5922,2023-04-17,Sports,1,31.14,7.4,28.84,card,completed
50167,2055,2023-03-28,Beauty,1,72.96,3.4,70.48,card,cancelled
50168,1597,2022-01-15,Sports,3,60.89,15.0,155.27,card,completed
50169,2028,2022-05-26,Home,1,172.51,9.6,155.95,card,cancelled
50170,4785,2022-05-01,Clothing,3,81.39,10.6,218.29,card,completed
50171,3049,2023-04-14,Clothing,1,43.32,13.2,37.6,bank_transfer,returned
50172,3790,2022-05-19,Electronics,2,148.4,2.4,289.68,paypal,completed
50173,1127,2022-03-06,Electronics,2,229.56,11.0,408.62,bank_transfer,completed
50174,1201,2023-11-08,Electronics,4,132.73,11.9,467.74,card,returned
50175,3150,2022-05-26,Electronics,1,284.27,14.8,242.2,card,completed
50176,5041,2024-11-18,Home,1,299.22,5.4,283.06,bank_transfer,completed
50177,5430,2023-05-03,Clothing,1,66.28,5.6,62.57,card,returned
50178,1474,2023-07-25,Clothing,1,130.93,0.8,129.88,card,returned
50179,3639,2024-09-21,Home,2,171.51,15.3,290.54,paypal,completed
50180,5560,2023-03-15,Home,1,204.97,6.1,192.47,card,completed
50181,2865,2022-09-28,Sports,1,42.23,7.2,39.19,paypal,completed
50182,5111,2024-08-26,Beauty,4,28.35,1.0,112.27,card,completed
50183,1631,2023-05-13,Clothing,2,81.45,7.4,150.85,card,returned
50184,5672,2024-08-26,Clothing,1,133.35,0.3,132.95,card,completed
50185,4697,2024-04-13,Electronics,1,86.44,20.5,68.72,card,completed
50186,5700,2023-01-25,Electronics,1,480.87,15.9,404.41,bank_transfer,completed
50187,4396,2022-07-13,Clothing,2,17.13,1.7,33.68,paypal,completed
50188,2728,2022-07-18,Sports,3,98.42,7.2,274.0,card,completed
50189,5685,2024-06-01,Electronics,2,584.53,7.4,1082.55,paypal,completed
50190,2343,2023-12-27,Electronics,1,683.0,13.0,594.21,paypal,completed
50191,2611,2024-05-17,Electronics,2,167.74,11.3,297.57,paypal,completed
50192,4455,2024-04-21,Home,2,62.46,40.0,74.95,card,completed
50193,4762,2024-08-14,Clothing,2,75.8,3.5,146.29,bank_transfer,returned
50194,5638,2022-04-21,Clothing,4,149.72,1.1,592.29,bank_transfer,completed
50195,2041,2022-07-21,Electronics,1,352.63,6.8,328.65,card,completed
50196,4941,2022-05-05,Clothing,1,69.84,11.6,61.74,bank_transfer,completed
50197,4650,2024-04-04,Electronics,4,417.57,2.7,1625.18,paypal,completed
50198,1367,2023-11-26,Beauty,1,11.85,2.2,11.59,bank_transfer,completed
50199,2862,2022-08-12,Electronics,1,708.04,13.0,615.99,card,completed
50200,2373,2023-05-25,Home,3,87.12,11.2,232.09,paypal,completed
50201,2465,2023-01-28,,3,,,190.9,,
50202,5916,2023-01-25,Home,4,150.39,16.3,503.51,paypal,returned
50203,4193,2024-07-07,Clothing,1,95.64,1.2,94.49,paypal,completed
50204,4527,2022-10-15,Clothing,1,17.55,0.9,17.39,card,returned
50205,5862,2024-05-14,Electronics,1,806.46,3.5,778.23,paypal,completed
50206,2816,2023-01-11,Clothing,2,44.13,17.4,72.9,paypal,completed
50207,4966,2023-07-25,Clothing,1,103.8,9.5,93.94,paypal,completed
50208,3099,2024-08-05,Clothing,3,121.71,4.0,350.52,bank_transfer,completed
50209,5326,2023-05-27,Home,1,168.9,1.4,166.54,paypal,completed
50210,1906,2022-06-04,Home,1,111.13,10.0,100.02,card,completed
50211,5727,2024-06-26,Home,2,293.69,7.3,544.5,bank_transfer,completed
50212,2085,2022-07-20,Electronics,5,286.66,35.2,928.78,paypal,completed
50213,2585,2022-04-14,Beauty,4,85.63,11.6,302.79,card,completed
50214,4715,2022-01-31,Electronics,6,182.78,0.9,1086.81,card,returned
50215,2890,2022-07-11,,2,,,68.22,,
50216,3984,2023-04-30,Clothing,1,29.38,2.4,28.67,paypal,completed
50217,3141,2022-12-07,Electronics,1,51.89,26.1,38.35,card,completed
50218,4650,2024-04-12,Home,3,89.16,0.2,266.95,card,completed
50219,2112,2024-09-21,,1,,,12.13,,
50220,1327,2024-09-12,Clothing,1,148.08,5.5,139.94,bank_transfer,completed
50221,2462,2023-03-14,Electronics,1,697.4,0.7,692.52,card,completed
50222,3315,2024-04-01,Beauty,2,5.3,3.4,10.24,card,completed
50223,1826,2022-05-01,Sports,1,54.81,5.5,51.8,paypal,completed
50224,2701,2022-12-04,Beauty,1,61.95,4.7,59.04,card,completed
50225,2913,2024-02-16,Sports,2,87.52,4.9,166.46,card,completed
50226,1323,2022-01-05,Electronics,1,757.06,16.9,629.12,paypal,completed
50227,3854,2024-03-10,Beauty,2,47.9,5.6,90.44,bank_transfer,completed
50228,5422,2023-06-28,Home,3,201.28,22.6,467.37,card,completed
50229,1736,2024-07-20,Clothing,1,93.58,1.3,92.36,bank_transfer,returned
50230,3935,2023-08-08,Electronics,3,592.43,2.6,1731.08,card,returned
50231,4335,2024-05-16,Beauty,1,24.55,8.5,22.46,card,completed
50232,3021,2024-09-23,Beauty,2,36.72,2.7,71.46,card,completed
50233,4455,2022-11-14,Home,2,29.42,3.4,56.84,card,completed
50234,2956,2023-01-24,Home,5,182.47,18.5,743.57,card,completed
50235,3476,2023-08-31,Home,2,145.88,6.2,273.67,card,completed
50236,1047,2023-03-22,Beauty,1,69.65,3.3,67.35,card,completed
50237,4432,2022-04-30,Electronics,2,225.42,12.0,396.74,paypal,completed
50238,4307,2022-05-05,Clothing,1,71.14,0.6,70.71,paypal,returned
50239,1229,2023-10-05,Home,2,66.5,6.6,124.22,paypal,returned
50240,2757,2022-04-28,Sports,1,127.8,0.8,126.78,card,returned
50241,5886,2022-04-13,Electronics,2,770.82,1.6,1516.97,card,completed
50242,3023,2024-09-03,Beauty,1,70.05,0.5,69.7,card,cancelled
50243,3462,2024-10-26,Clothing,3,142.18,18.6,347.2,card,completed
50244,5554,2024-12-23,Electronics,2,875.96,0.4,1744.91,paypal,completed
50245,4527,2022-11-19,Clothing,1,118.07,5.8,111.22,card,completed
50246,3844,2022-04-27,,4,,,115.13,,
50247,4937,2024-11-06,Electronics,2,236.36,3.9,454.28,card,completed
50248,5305,2022-06-14,Home,1,142.54,5.4,134.84,card,completed
50249,3212,2023-01-16,Home,1,298.25,4.8,283.93,card,completed
50250,3315,2022-05-21,Sports,2,90.16,11.0,160.48,card,completed
50251,2855,2022-05-20,Electronics,1,219.2,19.4,176.68,paypal,completed
50252,5815,2023-04-27,Beauty,5,85.26,2.9,413.94,card,cancelled
50253,4444,2024-04-06,Clothing,1,64.02,0.2,63.89,paypal,completed
50254,1463,2022-09-03,Clothing,1,106.72,18.0,87.51,card,completed
50255,5294,2023-05-20,Beauty,5,71.98,30.8,249.05,bank_transfer,completed
50256,3346,2022-03-23,Home,6,255.29,4.5,1462.81,card,completed
50257,1391,2022-06-17,Electronics,1,748.08,4.9,711.42,card,completed
50258,3718,2024-05-08,Sports,3,169.37,1.2,502.01,card,completed
50259,3003,2024-12-06,Home,1,205.27,5.2,194.6,card,completed
50260,5385,2023-10-10,Home,3,130.08,2.9,378.92,paypal,returned
50261,2030,2023-06-19,Home,4,205.17,40.0,492.41,paypal,completed
50262,5089,2023-02-23,Clothing,1,127.13,1.6,125.1,paypal,completed
50263,3752,2023-10-06,Home,1,114.92,3.8,110.55,card,completed
50264,1306,2023-05-04,Clothing,1,51.5,7.7,47.53,bank_transfer,completed
50265,5845,2023-06-28,Sports,1,77.26,3.4,74.63,card,completed
50266,3508,2024-03-21,Electronics,1,518.58,5.1,492.13,card,returned
50267,2425,2022-09-26,Clothing,4,17.33,29.0,49.22,bank_transfer,cancelled
50268,3275,2023-09-07,Beauty,1,71.2,5.7,67.14,bank_transfer,cancelled
50269,5262,2024-07-25,Clothing,2,29.43,19.3,47.5,paypal,completed
50270,2465,2023-10-10,Clothing,3,28.59,0.4,85.43,card,completed
50271,1987,2022-05-29,Clothing,2,37.66,1.0,74.57,card,returned
50272,1582,2022-01-20,Home,2,179.41,23.1,275.93,card,completed
50273,2450,2024-07-27,Clothing,1,49.97,1.1,49.42,paypal,returned
50274,4847,2022-07-24,Clothing,2,61.52,10.7,109.87,card,completed
50275,3289,2022-05-31,Electronics,1,841.89,4.7,802.32,paypal,completed
50276,2105,2023-03-13,Clothing,3,128.6,4.2,369.6,card,completed
50277,1812,2024-11-02,Clothing,1,129.3,8.6,118.18,paypal,completed
50278,2615,2023-06-28,Home,3,179.62,10.4,482.82,card,completed
50279,5696,2022-09-29,Electronics,2,786.49,21.5,1234.79,bank_transfer,completed
50280,2652,2023-12-16,Electronics,2,711.77,2.4,1389.38,paypal,completed
50281,5939,2022-05-21,Clothing,1,143.44,9.6,129.67,card,completed
50282,3381,2023-05-16,Clothing,1,19.0,3.4,18.35,card,returned
50283,1892,2024-01-27,Clothing,4,14.01,10.1,50.38,card,returned
50284,5448,2023-08-07,Home,1,64.87,1.2,64.09,card,completed
50285,3234,2022-11-20,Clothing,1,140.06,4.9,133.2,bank_transfer,completed
50286,4503,2024-06-16,Clothing,2,94.77,1.6,186.51,card,completed
50287,5919,2023-09-12,Beauty,4,41.21,3.3,159.4,bank_transfer,completed
50288,1274,2024-12-19,Electronics,1,485.79,10.1,436.73,card,cancelled
50289,1505,2022-01-17,Home,3,251.43,2.1,738.45,card,completed
50290,4545,2023-09-06,Beauty,2,83.96,9.2,152.47,card,returned
50291,2371,2022-08-01,Clothing,1,112.15,5.5,105.98,paypal,completed
50292,1928,2022-10-03,Home,2,231.55,0.8,459.4,card,completed
50293,1236,2023-06-26,Electronics,4,322.31,3.9,1238.96,card,completed
50294,1135,2022-08-25,Sports,6,100.33,16.3,503.86,card,completed
50295,4806,2022-08-08,Beauty,1,80.23,36.3,51.11,card,completed
50296,1637,00/00/00,Beauty,3,71.79,3.7,207.4,card,completed
50297,3263,2023-07-12,Sports,2,140.95,0.5,280.49,bank_transfer,returned
50298,3973,2023-08-01,Home,1,33.59,1.1,33.22,paypal,returned
50299,3072,2023-03-08,Beauty,2,8.35,12.4,14.63,card,completed
50300,1155,2023-12-04,Home,1,52.16,8.5,47.73,card,completed
50301,4873,2023-02-21,Clothing,1,91.38,2.7,88.91,card,completed
50302,1056,2023-06-25,Beauty,1,50.58,4.0,48.56,paypal,returned
50303,4740,2024-11-01,Electronics,1,851.28,13.3,738.06,paypal,cancelled
50304,5463,2024-09-27,Electronics,2,640.54,4.3,1225.99,paypal,returned
50305,3091,2023-05-30,,1,,,87.61,,
50306,3626,2022-04-15,Electronics,2,187.26,2.8,364.03,card,returned
50307,3321,2022-07-09,Electronics,1,772.09,10.3,692.56,bank_transfer,completed
50308,2866,2024-05-17,Home,2,145.98,5.0,277.36,card,completed
50309,5439,2023-07-21,Electronics,4,605.44,6.3,2269.19,paypal,cancelled
50310,5463,2022-04-01,Clothing,1,89.11,7.3,82.6,card,completed
50311,2620,2022-01-08,Beauty,2,14.12,4.8,26.88,card,completed
50312,4029,2023-11-15,Beauty,2,9.84,5.0,18.7,card,completed
50313,5625,2022-09-25,Home,2,122.44,2.5,238.76,card,completed
50314,5787,2023-06-21,Clothing,1,60.61,34.0,40.0,card,completed
50315,3497,2022-11-27,Clothing,2,104.32,18.9,169.21,card,completed
50316,3193,2024-06-23,Home,1,195.17,6.0,183.46,paypal,returned
50317,2354,2024-05-25,Clothing,1,145.64,0.3,145.2,paypal,returned
50318,5766,2022-01-20,Beauty,2,77.93,1.5,153.52,card,completed
50319,1685,2022-08-18,Sports,1,105.85,15.4,89.55,card,completed
50320,3837,2022-06-04,Clothing,2,79.99,21.4,125.74,paypal,returned
50321,2371,2022-11-02,Clothing,3,104.37,1.4,308.73,card,completed
50322,2356,2022-03-15,Electronics,3,146.97,10.6,394.17,card,cancelled
50323,2952,2024-01-27,Beauty,1,89.98,7.8,82.96,bank_transfer,returned
50324,5992,2022-10-31,Electronics,6,490.98,2.9,2860.45,card,completed
50325,1306,2024-05-30,Clothing,2,137.38,4.6,262.12,card,returned
50326,3837,2022-09-19,Home,1,290.69,9.0,264.53,paypal,completed
50327,1454,2022-03-27,Beauty,1,54.43,0.9,53.94,paypal,completed
50328,1752,2023-09-24,Clothing,2,24.46,1.7,48.09,card,completed
50329,3121,2024-01-17,Home,4,178.39,0.3,711.42,paypal,returned
50330,3499,2022-03-23,Clothing,2,93.66,18.6,152.48,card,completed
50331,2249,2024-01-03,Home,3,239.91,6.8,670.79,card,returned
50332,2518,2023-03-07,Beauty,1,9.09,5.9,8.55,card,cancelled
50333,1474,2023-05-27,Electronics,1,446.36,9.8,402.62,card,returned
50334,2465,2022-07-30,Sports,1,185.55,35.6,119.49,card,completed
50335,5812,2023-12-26,Electronics,3,892.59,1.5,2637.6,card,returned
50336,5718,2024-04-12,Sports,1,48.78,1.1,48.24,paypal,returned
50337,2617,2022-11-13,Electronics,1,790.0,2.8,767.88,card,cancelled
50338,3799,2023-04-30,Clothing,1,30.47,18.7,24.77,card,completed
50339,5551,2022-11-29,Electronics,4,764.99,4.2,2931.44,card,returned
50340,1036,2022-12-29,Electronics,3,285.68,12.6,749.05,paypal,completed
50341,5031,2024-04-24,Home,1,288.48,1.8,283.29,paypal,cancelled
50342,5729,2022-02-20,Beauty,5,64.11,5.4,303.24,paypal,completed
50343,1486,2023-01-03,Home,1,128.74,1.1,127.32,card,returned
50344,1797,2023-11-12,Clothing,1,49.33,4.3,47.21,card,cancelled
50345,5772,2024-04-23,Clothing,1,42.92,2.4,41.89,paypal,completed
50346,3637,2023-05-24,Beauty,1,62.86,6.4,58.84,paypal,cancelled
50347,1077,2023-07-01,Clothing,1,135.4,12.1,119.02,card,returned
50348,2243,2022-11-23,Beauty,3,69.16,22.3,161.21,card,cancelled
50349,3176,2022-08-10,Beauty,2,75.95,2.7,147.8,bank_transfer,completed
50350,4432,2024-02-23,Electronics,2,714.17,10.9,1272.65,card,completed
50351,4624,2022-03-21,Home,3,294.05,17.3,729.54,bank_transfer,completed
50352,5981,2024-08-21,Home,3,230.96,1.1,685.26,card,completed
50353,2404,2023-04-01,Beauty,1,22.86,7.1,21.24,card,completed
50354,3639,2023-02-13,Electronics,2,722.85,7.6,1335.83,card,completed
50355,3619,2024-07-31,Clothing,2,55.08,2.5,107.41,card,returned
50356,2955,2023-12-18,Clothing,5,149.4,0.2,745.51,paypal,completed
50357,1837,2023-09-18,Clothing,1,62.72,2.4,61.21,paypal,completed
50358,5873,2023-04-12,,1,,,277.94,,
50359,5256,2023-04-02,Home,3,83.17,1.7,245.27,card,completed
50360,3452,2022-02-18,Beauty,3,60.96,2.7,177.94,card,completed
50361,3964,2023-01-31,,1,,,12.87,,
50362,2105,2024-03-27,Electronics,2,860.52,4.1,1650.48,card,returned
50363,3682,2023-11-04,Sports,1,68.03,0.5,67.69,card,completed
50364,4440,2023-07-25,Electronics,6,301.08,4.1,1732.41,card,completed
50365,3521,2022-05-23,Home,1,28.12,40.0,16.87,paypal,completed
50366,5949,2023-07-26,Sports,1,59.0,2.4,57.58,bank_transfer,completed
50367,4001,2023-12-21,Home,1,134.4,2.5,131.04,card,completed
50368,2774,2024-11-09,Sports,2,82.11,1.5,161.76,card,completed
50369,4803,2024-03-29,Beauty,1,28.2,2.5,27.49,card,completed
50370,1844,2023-11-10,Electronics,3,84.62,6.8,236.6,card,completed
50371,2850,2022-02-26,Electronics,4,305.48,26.7,895.67,card,completed
50372,2665,2022-08-25,Clothing,1,118.96,7.5,110.04,card,completed
50373,3084,2023-06-19,Electronics,2,422.96,4.2,810.39,bank_transfer,cancelled
50374,4854,2023-01-01,,1,,,28.55,,
