customer_id,signup_date,acquisition_channel,device_type,age_group,country,is_premium
1051,2022-07-26,referral,mobile,45-54,FR,True
1052,2024-02-18,email,desktop,35-44,FR,False
1053,2023-07-24,referral,mobile,55+,DE,False
1054,2024-07-17,email,mobile,25-34,FR,False
1055,2024-01-18,social,mobile,35-44,US,False
1056,2022-11-30,referral,desktop,35-44,UK,False
1057,2024-01-29,organic,mobile,25-34,DE,False
1058,2023-12-29,organic,mobile,45-54,UK,True
1059,2023-03-06,organic,desktop,35-44,DE,False
1060,2023-07-01,paid_search,mobile,25-34,US,False
1061,2022-05-27,paid_search,tablet,25-34,DE,False
1062,2022-12-17,organic,tablet,18-24,DE,False
1063,2024-12-29,email,mobile,35-44,DE,False
1064,2023-05-17,paid_search,mobile,25-34,DE,False
1065,2022-12-01,organic,desktop,18-24,DE,False
1066,2024-08-04,,,,,
1067,2024-02-17,organic,mobile,35-44,DE,False
1068,2023-07-07,email,mobile,45-54,UK,False
1069,2023-03-26,organic,tablet,35-44,DE,False
1070,2023-10-27,referral,mobile,55+,NL,False
1071,2022-04-25,email,desktop,55+,NL,False
1072,2023-04-15,organic,desktop,45-54,DE,True
1073,2022-03-07,organic,mobile,35-44,UK,False
1074,2023-10-09,email,mobile,25-34,DE,False
1075,2024-04-01,social,tablet,55+,NL,False
1076,2023-07-03,social,mobile,25-34,US,False
1077,2022-05-16,email,desktop,25-34,DE,True
1078,2023-03-09,organic,mobile,25-34,US,False
1079,2023-10-07,paid_search,mobile,18-24,DE,False
1080,2023-03-12,,,,,
1081,2024-10-19,email,mobile,35-44,UK,False
1082,2024-03-21,social,mobile,35-44,US,False
1083,2024-07-28,paid_search,desktop,35-44,US,False
1084,2022-10-20,organic,mobile,35-44,DE,False
1085,2023-06-27,,,,,
1086,2022-10-13,paid_search,mobile,35-44,DE,False
1087,2023-05-21,social,desktop,45-54,FR,False
1088,2023-06-23,social,mobile,25-34,DE,True
1089,2024-05-27,email,desktop,45-54,UK,False
1090,2024-03-28,paid_search,mobile,25-34,US,False
1091,2024-01-12,organic,mobile,25-34,DE,False
1092,2023-03-26,social,mobile,25-34,UK,False
1093,2022-10-11,email,desktop,25-34,US,False
1094,2024-11-09,social,mobile,45-54,US,False
1095,2024-10-07,email,mobile,45-54,UK,False
1096,2022-07-06,paid_search,mobile,25-34,US,False
1097,2022-04-07,paid_search,desktop,35-44,US,False
1098,2022-08-13,paid_search,mobile,45-54,UK,False
1099,99-99-9999,organic,mobile,25-34,UK,False
1100,2022-11-24,organic,mobile,25-34,DE,True
1101,2024-05-14,,,,,
1102,2022-05-11,social,desktop,35-44,DE,True
1103,2024-02-28,paid_search,desktop,55+,DE,False
1104,2024-02-21,paid_search,mobile,25-34,UK,False
1105,2024-08-16,referral,mobile,45-54,FR,False
1106,2024-12-19,organic,mobile,25-34,FR,True
1107,2023-05-30,,,,,
1108,2022-01-24,email,mobile,35-44,US,False
1109,2022-08-23,organic,desktop,25-34,UK,False
1110,2023-07-01,organic,tablet,25-34,DE,False
1111,2023-11-28,organic,tablet,25-34,FR,False
1112,2022-08-17,organic,desktop,18-24,UK,False
1113,2023-08-25,referral,desktop,45-54,NL,False
1114,2024-06-09,email,desktop,35-44,DE,False
1115,2022-11-20,social,mobile,18-24,DE,False
1116,2024-07-18,email,desktop,25-34,FR,False
1117,2022-01-07,email,mobile,18-24,UK,False
1118,2023-06-24,organic,mobile,35-44,FR,False
1119,2024-10-22,email,desktop,18-24,DE,True
1120,2023-01-01,paid_search,mobile,45-54,UK,False
1121,2024-11-05,email,mobile,18-24,UK,False
1122,2022-08-06,email,tablet,25-34,DE,False
1123,2023-09-04,paid_search,mobile,55+,US,False
1124,2024-11-05,organic,mobile,45-54,UK,False
1125,2023-02-12,organic,tablet,18-24,DE,False
1126,2022-11-10,paid_search,desktop,45-54,DE,True
1127,2024-02-05,email,mobile,35-44,UK,False
1128,2022-11-27,email,mobile,45-54,US,True
1129,2024-12-22,organic,mobile,35-44,FR,False
1130,2022-01-02,paid_search,desktop,35-44,US,False
1131,2023-10-26,paid_search,desktop,55+,DE,False
1132,2024-09-27,organic,mobile,25-34,NL,True
1133,2022-02-09,organic,mobile,35-44,NL,False
1134,2022-08-18,paid_search,mobile,35-44,DE,False
1135,2024-01-14,referral,tablet,18-24,FR,True
1136,2023-09-22,paid_search,mobile,18-24,DE,True
1137,2023-05-06,paid_search,desktop,18-24,DE,False
1138,2022-04-29,social,mobile,35-44,DE,True
1139,2023-05-09,paid_search,desktop,35-44,DE,False
1140,2022-06-11,referral,tablet,35-44,FR,False
1141,2022-06-25,referral,desktop,18-24,UK,False
1142,2024-09-22,organic,mobile,35-44,NL,True
1143,2022-05-22,paid_search,desktop,55+,UK,False
1144,2024-12-26,paid_search,desktop,25-34,US,False
1145,2022-09-15,,,,,
1146,2022-09-20,organic,desktop,45-54,NL,False
1147,2024-08-31,social,desktop,45-54,UK,False
1148,2022-12-05,paid_search,desktop,35-44,FR,False
1149,2023-06-27,organic,desktop,45-54,NL,False
1150,2024-12-16,organic,mobile,25-34,DE,False
1151,2024-05-16,referral,mobile,55+,UK,True
1152,2023-03-10,,,,,
1153,2023-02-16,organic,tablet,25-34,NL,False
1154,2023-10-01,paid_search,desktop,18-24,DE,False
1155,2024-03-28,referral,desktop,45-54,US,False
1156,2024-02-04,organic,mobile,25-34,UK,True
1157,2024-06-16,social,mobile,25-34,DE,False
1158,2024-11-25,,,,,
1159,2024-07-13,organic,mobile,55+,DE,False
1160,2022-09-05,social,mobile,45-54,US,False
1161,2023-05-23,paid_search,desktop,35-44,US,False
1162,2023-04-06,social,mobile,35-44,US,False
1163,2022-05-12,social,mobile,35-44,US,False
1164,2023-11-24,paid_search,mobile,25-34,US,False
1165,2022-02-13,organic,mobile,55+,DE,False
1166,2023-04-17,email,tablet,18-24,DE,False
1167,2023-03-28,paid_search,mobile,25-34,DE,False
1168,2022-01-15,organic,mobile,25-34,DE,False
1169,2022-05-26,,,,,
1170,2022-05-01,social,desktop,35-44,FR,False
1171,2023-04-14,social,mobile,35-44,DE,False
1172,2022-05-19,organic,desktop,18-24,DE,True
1173,2022-03-06,paid_search,mobile,35-44,UK,True
1174,2023-11-08,organic,mobile,25-34,US,True
1175,2022-05-26,social,mobile,25-34,NL,False
1176,2024-11-18,organic,desktop,18-24,UK,True
1177,2023-05-03,social,desktop,45-54,US,False
1178,2023-07-25,paid_search,mobile,25-34,DE,True
1179,2024-09-21,referral,mobile,35-44,US,False
1180,2023-03-15,,,,,
1181,2022-09-28,paid_search,mobile,35-44,DE,False
1182,2024-08-26,organic,desktop,35-44,DE,False
1183,2023-05-13,referral,mobile,25-34,FR,False
1184,2024-08-26,email,tablet,25-34,US,False
1185,2024-04-13,organic,desktop,35-44,DE,False
1186,2023-01-25,social,tablet,35-44,UK,False
1187,2022-07-13,email,desktop,45-54,US,True
1188,2022-07-18,social,mobile,45-54,US,False
1189,2024-06-01,paid_search,tablet,25-34,DE,False
1190,2023-12-27,organic,mobile,18-24,UK,True
1191,2024-05-17,organic,mobile,35-44,NL,True
1192,2024-04-21,email,desktop,25-34,DE,False
1193,2024-08-14,referral,desktop,18-24,DE,False
1194,2022-04-21,social,tablet,55+,DE,False
1195,2022-07-21,paid_search,mobile,25-34,DE,False
1196,2022-05-05,paid_search,desktop,55+,US,False
1197,2024-04-04,social,desktop,45-54,FR,False
1198,2023-11-26,email,mobile,45-54,NL,True
1199,2022-08-12,email,mobile,25-34,DE,False
1200,2023-05-25,,,,,
1201,2023-01-28,social,mobile,35-44,UK,True
1202,2023-01-25,organic,tablet,25-34,US,False
1203,2024-07-07,organic,desktop,25-34,US,False
1204,2022-10-15,email,desktop,25-34,DE,True
1205,2024-05-14,social,tablet,25-34,US,False
1206,2023-01-11,organic,mobile,25-34,US,False
1207,2023-07-25,organic,desktop,45-54,FR,False
1208,2024-08-05,social,mobile,25-34,FR,False
1209,2023-05-27,organic,desktop,18-24,DE,False
1210,2022-06-04,organic,mobile,35-44,DE,True
1211,2024-06-26,paid_search,tablet,55+,NL,False
1212,2022-07-20,social,mobile,25-34,US,True
1213,2022-04-14,social,mobile,18-24,FR,False
1214,2022-01-31,organic,desktop,35-44,DE,False
1215,2022-07-11,social,mobile,55+,US,False
1216,2023-04-30,organic,desktop,45-54,US,False
1217,2022-12-07,paid_search,mobile,35-44,FR,False
1218,2024-04-12,social,desktop,25-34,DE,False
1219,2024-09-21,social,mobile,35-44,DE,False
1220,2024-09-12,email,mobile,18-24,US,False
1221,2023-03-14,social,mobile,35-44,FR,False
1222,2024-04-01,social,mobile,45-54,NL,False
1223,2022-05-01,organic,mobile,55+,NL,False
1224,2022-12-04,paid_search,mobile,25-34,NL,False
1225,2024-02-16,organic,mobile,18-24,DE,False
1226,2022-01-05,organic,mobile,35-44,DE,False
1227,2024-03-10,referral,desktop,45-54,DE,False
1228,2023-06-28,,,,,
1229,2024-07-20,,,,,
1230,2023-08-08,social,desktop,25-34,FR,False
1231,2024-05-16,,,,,
1232,2024-09-23,paid_search,mobile,25-34,UK,False
1233,2022-11-14,social,desktop,45-54,NL,False
1234,2023-01-24,paid_search,mobile,35-44,US,False
1235,2023-08-31,organic,mobile,45-54,DE,False
1236,2023-03-22,social,mobile,35-44,US,True
1237,2022-04-30,organic,desktop,45-54,US,True
1238,2022-05-05,organic,desktop,25-34,UK,False
1239,2023-10-05,social,mobile,45-54,US,False
1240,2022-04-28,organic,mobile,25-34,DE,False
1241,2022-04-13,,,,,
1242,2024-09-03,referral,mobile,25-34,US,False
1243,2024-10-26,referral,mobile,35-44,US,False
1244,2024-12-23,paid_search,tablet,25-34,NL,False
1245,2022-11-19,organic,desktop,25-34,DE,False
1246,2022-04-27,referral,desktop,55+,DE,False
1247,2024-11-06,paid_search,desktop,25-34,FR,False
1248,2022-06-14,referral,desktop,45-54,DE,False
1249,2023-01-16,,,,,
1250,2022-05-21,email,mobile,18-24,DE,False
1251,2022-05-20,organic,mobile,35-44,DE,False
1252,2023-04-27,paid_search,tablet,25-34,US,False
1253,2024-04-06,email,desktop,18-24,DE,False
1254,2022-09-03,paid_search,mobile,25-34,FR,False
1255,2023-05-20,organic,desktop,55+,UK,False
1256,2022-03-23,social,mobile,18-24,NL,False
1257,2022-06-17,referral,mobile,35-44,FR,True
1258,2024-05-08,social,mobile,35-44,DE,False
1259,2024-12-06,social,mobile,45-54,FR,False
1260,2023-10-10,organic,desktop,18-24,UK,False
1261,2023-06-19,social,mobile,35-44,UK,False
1262,2023-02-23,referral,desktop,35-44,FR,False
1263,2023-10-06,organic,desktop,35-44,UK,False
1264,2023-05-04,paid_search,mobile,55+,US,False
1265,2023-06-28,email,tablet,45-54,UK,True
1266,2024-03-21,social,mobile,18-24,DE,True
1267,2022-09-26,social,mobile,35-44,DE,False
1268,2023-09-07,social,mobile,25-34,UK,False
1269,2024-07-25,paid_search,desktop,25-34,DE,False
1270,2023-10-10,organic,mobile,35-44,DE,False
1271,2022-05-29,email,mobile,25-34,DE,False
1272,2022-01-20,email,mobile,25-34,UK,False
1273,2024-07-27,email,mobile,55+,US,False
1274,2022-07-24,referral,desktop,18-24,FR,False
1275,2022-05-31,paid_search,mobile,55+,US,False
1276,2023-03-13,paid_search,mobile,35-44,US,False
1277,2024-11-02,email,mobile,35-44,US,False
1278,2023-06-28,social,mobile,45-54,UK,False
1279,2022-09-29,social,tablet,25-34,US,False
1280,2023-12-16,,,,,
1281,2022-05-21,email,tablet,25-34,NL,False
1282,2023-05-16,paid_search,mobile,25-34,FR,False
1283,2024-01-27,paid_search,mobile,55+,NL,False
1284,2023-08-07,organic,desktop,45-54,US,False
1285,2022-11-20,social,mobile,18-24,US,False
1286,2024-06-16,organic,desktop,18-24,UK,False
1287,2023-09-12,paid_search,tablet,25-34,UK,False
1288,2024-12-19,paid_search,mobile,18-24,FR,False
1289,2022-01-17,organic,mobile,35-44,UK,False
1290,2023-09-06,social,desktop,18-24,NL,False
1291,2022-08-01,organic,mobile,35-44,US,False
1292,2022-10-03,organic,mobile,18-24,FR,False
1293,2023-06-26,email,mobile,25-34,UK,False
1294,99-99-9999,paid_search,mobile,35-44,UK,False
1295,2022-08-08,organic,desktop,35-44,US,False
1296,2022-11-15,paid_search,mobile,55+,FR,True
1297,2023-07-12,,,,,
1298,2023-08-01,,,,,
1299,2023-03-08,social,mobile,18-24,UK,False
1300,2023-12-04,organic,mobile,45-54,US,True
1301,2023-02-21,organic,desktop,55+,NL,False
1302,2023-06-25,paid_search,mobile,45-54,US,False
1303,2024-11-01,paid_search,desktop,18-24,DE,False
1304,2024-09-27,social,desktop,55+,US,True
1305,2023-05-30,social,mobile,25-34,UK,False
1306,2022-04-15,referral,mobile,45-54,DE,False
1307,2022-07-09,paid_search,mobile,55+,UK,False
1308,2024-05-17,paid_search,mobile,25-34,NL,False
1309,2023-07-21,email,desktop,55+,FR,False
1310,2022-04-01,organic,desktop,25-34,DE,False
1311,2022-01-08,paid_search,mobile,55+,NL,False
1312,2023-11-15,organic,desktop,25-34,UK,False
1313,2022-09-25,organic,tablet,55+,DE,False
1314,2023-06-21,referral,tablet,18-24,DE,False
1315,2022-11-27,email,mobile,45-54,DE,False
1316,2024-06-23,social,mobile,35-44,FR,True
1317,2024-05-25,paid_search,mobile,35-44,DE,False
1318,2022-01-20,organic,tablet,25-34,DE,False
1319,2022-08-18,organic,mobile,45-54,FR,True
1320,2022-06-04,organic,desktop,25-34,UK,False
1321,2022-11-02,paid_search,mobile,35-44,FR,False
1322,2022-03-15,social,mobile,25-34,UK,False
1323,2024-01-27,social,mobile,55+,DE,False
1324,2022-10-31,organic,tablet,18-24,FR,False
1325,2024-05-30,referral,mobile,25-34,DE,False
1326,2022-09-19,social,desktop,25-34,UK,False
1327,2022-03-27,social,mobile,25-34,UK,True
1328,2023-09-24,social,mobile,25-34,DE,False
1329,2024-01-17,paid_search,mobile,35-44,NL,False
1330,2022-03-23,organic,mobile,45-54,US,False
1331,2024-01-03,paid_search,mobile,45-54,DE,False
1332,2023-03-07,email,mobile,35-44,NL,False
1333,2023-05-27,organic,mobile,18-24,UK,False
1334,2022-07-30,,,,,
1335,2023-12-26,organic,tablet,25-34,US,False
1336,2024-04-12,organic,tablet,45-54,FR,False
1337,2022-11-13,email,mobile,25-34,DE,False
1338,2023-04-30,social,desktop,25-34,DE,True
1339,2022-11-29,paid_search,tablet,25-34,US,False
1340,2022-12-29,organic,mobile,45-54,DE,False
1341,2024-04-24,paid_search,desktop,18-24,UK,False
1342,2022-02-20,paid_search,tablet,35-44,US,False
1343,2023-01-03,organic,mobile,18-24,DE,False
1344,2023-11-12,paid_search,mobile,45-54,DE,True
1345,2024-04-23,paid_search,tablet,55+,UK,False
1346,2023-05-24,social,mobile,25-34,FR,False
1347,2023-07-01,social,mobile,35-44,US,False
1348,2022-11-23,organic,mobile,55+,UK,True
1349,2022-08-10,paid_search,mobile,35-44,DE,False
1350,2024-02-23,social,desktop,35-44,UK,False
1351,2022-03-21,paid_search,desktop,35-44,DE,False
1352,2024-08-21,email,tablet,35-44,US,False
1353,2023-04-01,social,mobile,18-24,UK,False
1354,2023-02-13,organic,mobile,45-54,NL,False
1355,2024-07-31,organic,mobile,25-34,US,False
1356,2023-12-18,social,mobile,18-24,FR,False
1357,2023-09-18,organic,mobile,45-54,UK,False
1358,2023-04-12,social,tablet,25-34,NL,False
1359,2023-04-02,referral,desktop,18-24,US,False
1360,2022-02-18,social,mobile,35-44,US,False
1361,2023-01-31,paid_search,desktop,55+,FR,False
1362,2024-03-27,social,mobile,55+,DE,False
1363,2023-11-04,paid_search,mobile,55+,DE,False
1364,2023-07-25,paid_search,desktop,45-54,DE,False
1365,2022-05-23,referral,mobile,18-24,FR,True
1366,2023-07-26,paid_search,tablet,25-34,DE,False
1367,2023-12-21,referral,desktop,45-54,FR,False
1368,2024-11-09,referral,mobile,25-34,US,False
1369,2024-03-29,organic,desktop,35-44,DE,True
1370,2023-11-10,organic,mobile,35-44,US,False
1371,2022-02-26,organic,mobile,25-34,DE,True
1372,2022-08-25,organic,mobile,55+,UK,False
1373,2023-06-19,organic,mobile,35-44,UK,False
1374,2023-01-01,,,,,
1375,2023-06-28,organic,mobile,55+,DE,False
1376,2022-03-20,paid_search,desktop,35-44,UK,False
1377,2022-08-11,email,desktop,25-34,FR,False
1378,2024-06-08,organic,mobile,35-44,UK,False
1379,2023-12-09,email,desktop,45-54,FR,False
1380,2023-10-05,organic,mobile,45-54,DE,False
1381,2024-06-12,organic,mobile,45-54,FR,False
1382,2024-11-13,social,mobile,45-54,US,False
1383,2022-08-25,social,mobile,25-34,DE,False
1384,2024-02-28,email,mobile,45-54,FR,False
1385,2023-01-25,social,desktop,55+,NL,False
1386,2023-06-06,email,mobile,25-34,UK,False
1387,2022-04-01,organic,mobile,18-24,DE,False
1388,2024-06-12,organic,tablet,55+,DE,False
1389,2022-01-04,email,desktop,45-54,US,False
1390,2024-11-30,email,desktop,55+,FR,True
1391,2023-02-08,referral,mobile,55+,DE,False
1392,2024-01-16,paid_search,desktop,35-44,FR,True
1393,2024-06-02,paid_search,desktop,35-44,DE,False
1394,2022-05-24,,,,,
1395,2023-11-08,paid_search,desktop,18-24,NL,True
1396,2023-10-05,referral,mobile,45-54,US,False
1397,2022-09-13,email,mobile,35-44,US,True
1398,2023-09-08,paid_search,mobile,35-44,FR,False
1399,2024-11-04,email,mobile,35-44,US,False
1400,2023-09-26,email,desktop,35-44,UK,False
1401,2024-04-16,organic,mobile,25-34,UK,False
1402,2023-10-31,referral,tablet,25-34,DE,False
1403,2024-04-04,paid_search,tablet,25-34,FR,False
1404,2023-08-29,email,mobile,25-34,DE,False
1405,2022-09-18,paid_search,mobile,55+,NL,False
1406,2023-01-28,email,desktop,25-34,DE,False
1407,2024-05-11,paid_search,tablet,25-34,UK,False
1408,2024-02-16,organic,mobile,35-44,DE,False
1409,2022-12-23,referral,mobile,35-44,US,False
1410,2023-09-09,organic,mobile,25-34,US,False
1411,2024-04-11,paid_search,desktop,45-54,UK,False
1412,2022-01-01,referral,mobile,45-54,UK,False
1413,2023-09-15,referral,desktop,25-34,FR,False
1414,2023-08-11,social,mobile,25-34,US,False
1415,2023-03-07,social,mobile,55+,UK,False
1416,2024-05-30,paid_search,mobile,45-54,FR,False
1417,2023-10-22,organic,mobile,35-44,DE,False
1418,2024-08-10,paid_search,mobile,18-24,US,False
1419,2024-06-23,social,mobile,25-34,US,False
1420,2024-06-24,email,mobile,35-44,US,False
1421,2023-03-14,email,mobile,25-34,US,False
1422,2024-11-12,email,mobile,25-34,UK,False
1423,2024-08-27,organic,tablet,35-44,DE,False
1424,2022-12-14,paid_search,mobile,25-34,UK,False
1425,2022-06-23,organic,mobile,45-54,NL,False
1426,2023-08-05,paid_search,desktop,45-54,UK,False
1427,2024-11-21,paid_search,tablet,25-34,UK,False
1428,2023-11-18,email,mobile,45-54,DE,True
1429,2022-07-11,paid_search,desktop,18-24,FR,True
1430,2023-04-27,organic,desktop,45-54,DE,True
1431,2023-09-28,organic,desktop,25-34,UK,False
1432,2023-04-06,email,mobile,18-24,NL,False
1433,2023-02-12,social,desktop,35-44,UK,False
1434,2022-10-29,organic,mobile,35-44,UK,False
1435,2022-02-20,organic,desktop,55+,US,False
1436,2022-04-05,social,desktop,25-34,DE,False
1437,2023-05-17,organic,mobile,25-34,FR,False
1438,2024-08-31,email,desktop,35-44,DE,False
1439,2022-05-30,social,mobile,35-44,UK,True
1440,2024-07-21,organic,desktop,25-34,DE,True
1441,2024-04-28,organic,mobile,35-44,FR,True
1442,2023-02-03,referral,mobile,45-54,DE,False
1443,2024-02-26,paid_search,mobile,45-54,US,False
1444,2024-10-09,paid_search,tablet,55+,UK,False
1445,2024-03-29,email,mobile,25-34,US,False
1446,2023-05-15,referral,mobile,45-54,US,False
1447,2022-10-30,referral,mobile,25-34,US,True
1448,2022-01-12,email,desktop,35-44,US,True
1449,2022-08-07,paid_search,mobile,35-44,US,False
1450,2024-05-20,organic,mobile,55+,US,False
1451,2023-03-25,email,mobile,45-54,UK,False
1452,2022-12-27,social,mobile,55+,DE,False
1453,2024-11-26,paid_search,mobile,45-54,NL,False
1454,2024-08-09,referral,mobile,55+,US,False
1455,2022-04-13,organic,desktop,45-54,DE,False
1456,2023-05-26,paid_search,mobile,35-44,US,False
1457,2022-09-06,organic,mobile,25-34,FR,True
1458,2024-07-23,paid_search,mobile,25-34,DE,False
1459,2022-10-01,organic,tablet,18-24,UK,False
1460,2024-08-09,organic,tablet,35-44,US,False
1461,2024-12-23,organic,desktop,35-44,DE,False
1462,2023-10-12,social,mobile,35-44,FR,True
1463,2024-06-25,social,mobile,55+,US,False
1464,2024-10-30,social,mobile,55+,DE,True
1465,2024-05-23,referral,mobile,25-34,FR,False
1466,2024-07-02,,,,,
1467,2022-11-22,organic,desktop,25-34,FR,False
1468,2024-08-30,email,desktop,25-34,UK,False
1469,2024-07-10,,,,,
1470,2023-06-15,referral,mobile,35-44,FR,True
1471,2023-05-22,organic,desktop,35-44,DE,yes
1472,2023-07-22,referral,mobile,45-54,FR,True
1473,2024-12-03,,,,,
1474,2024-09-19,email,desktop,18-24,DE,True
1475,2023-05-05,paid_search,mobile,45-54,US,False
1476,2023-07-17,referral,mobile,25-34,DE,False
1477,2024-06-19,organic,mobile,25-34,UK,False
1478,2022-06-08,social,desktop,18-24,US,False
1479,2023-08-09,referral,desktop,35-44,NL,False
1480,2023-04-26,paid_search,mobile,25-34,DE,False
1481,2023-07-11,social,desktop,25-34,UK,False
1482,2023-11-19,social,mobile,35-44,DE,True
1483,2023-10-17,paid_search,mobile,45-54,UK,False
1484,2022-06-15,social,desktop,25-34,UK,False
1485,2022-10-11,social,desktop,18-24,UK,False
1486,2022-11-05,referral,tablet,45-54,FR,False
1487,2023-04-19,,,,,
1488,2024-02-24,organic,desktop,55+,DE,False
1489,2022-11-09,referral,desktop,35-44,US,False
1490,2023-03-15,email,tablet,25-34,UK,False
1491,2022-05-12,paid_search,mobile,25-34,US,False
1492,2024-04-29,social,desktop,18-24,DE,True
1493,2024-04-14,organic,desktop,25-34,UK,True
1494,2023-11-09,organic,mobile,18-24,US,False
1495,2024-08-12,paid_search,mobile,35-44,US,False
1496,2024-05-01,paid_search,mobile,25-34,FR,False
1497,2022-05-08,social,desktop,35-44,US,False
1498,2023-02-28,,,,,
1499,2024-05-10,referral,desktop,25-34,DE,False
1500,2024-03-08,referral,desktop,18-24,FR,False
1501,2022-02-10,social,mobile,18-24,NL,False
1502,2024-02-19,,,,,
1503,2024-09-03,paid_search,mobile,45-54,US,True
1504,2022-01-13,email,mobile,25-34,NL,False
1505,2023-12-22,social,mobile,45-54,UK,False
1506,2023-09-04,organic,mobile,25-34,FR,False
1507,2024-03-09,referral,mobile,35-44,FR,False
1508,2024-05-08,email,mobile,35-44,US,True
1509,2023-03-28,referral,mobile,45-54,US,False
1510,2024-09-26,social,mobile,25-34,DE,False
1511,2023-03-26,social,mobile,18-24,DE,True
1512,2023-07-13,paid_search,tablet,35-44,FR,False
1513,2024-06-11,referral,desktop,25-34,FR,False
1514,2024-09-21,email,desktop,25-34,UK,False
1515,2022-03-01,organic,mobile,35-44,US,False
1516,2024-03-07,organic,desktop,35-44,DE,False
1517,2023-11-20,paid_search,desktop,35-44,DE,False
1518,2024-04-08,email,desktop,35-44,US,False
1519,2022-12-05,referral,mobile,45-54,US,False
1520,2024-08-15,organic,desktop,45-54,UK,False
1521,2022-09-19,social,desktop,35-44,DE,False
1522,2024-12-29,paid_search,desktop,35-44,NL,False
1523,2022-02-25,referral,desktop,45-54,US,True
1524,2024-03-17,email,mobile,25-34,FR,False
1525,2022-02-25,email,mobile,25-34,US,False
1526,2022-06-21,paid_search,mobile,45-54,DE,True
1527,2024-05-27,paid_search,desktop,35-44,FR,False
1528,2022-10-05,organic,mobile,18-24,UK,False
1529,2024-08-03,organic,mobile,55+,US,False
1530,2023-01-08,email,mobile,18-24,US,False
1531,2022-04-13,,,,,
1532,2023-06-17,referral,mobile,45-54,UK,False
1533,2024-02-16,referral,desktop,55+,NL,False
1534,2023-11-02,social,desktop,18-24,DE,False
1535,2023-03-10,email,mobile,35-44,DE,False
1536,2024-07-20,referral,mobile,25-34,NL,False
1537,2023-11-01,email,mobile,25-34,DE,True
1538,2023-11-23,organic,desktop,18-24,UK,False
1539,2024-02-16,paid_search,mobile,35-44,US,True
1540,2023-07-24,organic,mobile,35-44,UK,False
1541,2024-05-13,referral,mobile,18-24,US,False
1542,2023-06-01,social,desktop,35-44,DE,True
1543,2022-06-17,organic,desktop,45-54,DE,False
1544,2024-08-21,social,desktop,45-54,UK,True
1545,2022-02-09,social,desktop,55+,UK,False
1546,2022-04-17,paid_search,mobile,25-34,UK,False
1547,2023-12-18,organic,mobile,55+,UK,False
1548,2023-04-05,social,mobile,45-54,DE,True
1549,2022-05-21,paid_search,mobile,25-34,DE,False
1550,2022-03-24,email,mobile,25-34,FR,False
1551,2022-03-05,paid_search,mobile,25-34,US,False
1552,2023-05-22,email,mobile,25-34,US,False
1553,2023-02-13,social,tablet,35-44,DE,True
1554,2022-02-11,social,desktop,35-44,DE,False
1555,2022-11-09,email,desktop,45-54,US,False
